"category","cp_origin","month","exp_in","exp_out","exp_total","exp_in_per","exp_out_per"
"es_auto","28010",mar 2013,2734.67,21320.12,24054.79,11.37,88.63
"es_auto","28010",abr 2013,2541.46,16219.52,18760.98,13.55,86.45
"es_auto","28011",nov 2012,5684.08,11596.3,17280.38,32.89,67.11
"es_auto","28011",dic 2012,8887.29,13628.55,22515.84,39.47,60.53
"es_auto","28011",ene 2013,12598.76,12383.96,24982.72,50.43,49.57
"es_auto","28011",feb 2013,10302.71,10578.76,20881.47,49.34,50.66
"es_auto","28011",mar 2013,10844.71,16141.68,26986.39,40.19,59.81
"es_auto","28011",abr 2013,7719.26,19669.61,27388.87,28.18,71.82
"es_auto","28012",nov 2012,664.11,4374.78,5038.89,13.18,86.82
"es_auto","28012",dic 2012,1320.52,4119.15,5439.67,24.28,75.72
"es_auto","28012",ene 2013,567.72,8063.03,8630.75,6.58,93.42
"es_auto","28012",feb 2013,2661.88,11534.74,14196.62,18.75,81.25
"es_auto","28012",mar 2013,251.52,5930.1,6181.62,4.07,95.93
"es_auto","28012",abr 2013,550.69,6931.85,7482.54,7.36,92.64
"es_auto","28013",nov 2012,0,784.77,784.77,0,100
"es_auto","28013",ene 2013,0,1039.21,1039.21,0,100
"es_auto","28013",feb 2013,0,644.29,644.29,0,100
"es_auto","28013",mar 2013,0,572.93,572.93,0,100
"es_auto","28013",abr 2013,0,917.91,917.91,0,100
"es_auto","28014",nov 2012,1660.14,3437.07,5097.21,32.57,67.43
"es_auto","28014",dic 2012,478.76,5782.03,6260.79,7.65,92.35
"es_auto","28014",ene 2013,0,7957.38,7957.38,0,100
"es_auto","28014",feb 2013,0,5470.81,5470.81,0,100
"es_auto","28014",mar 2013,0,5782.67,5782.67,0,100
"es_auto","28014",abr 2013,0,6958.06,6958.06,0,100
"es_auto","28015",nov 2012,14044.25,13675.8,27720.05,50.66,49.34
"es_auto","28015",dic 2012,7342.9,7362.57,14705.47,49.93,50.07
"es_auto","28015",ene 2013,15798.31,12068.6,27866.91,56.69,43.31
"es_auto","28015",feb 2013,7211.58,11616.47,18828.05,38.3,61.7
"es_auto","28015",mar 2013,10776.83,12560.14,23336.97,46.18,53.82
"es_auto","28015",abr 2013,15286.53,10015.25,25301.78,60.42,39.58
"es_auto","28016",nov 2012,8161.97,15291.49,23453.46,34.8,65.2
"es_auto","28016",dic 2012,12259.59,21708.94,33968.53,36.09,63.91
"es_auto","28016",ene 2013,8567.28,19119.36,27686.64,30.94,69.06
"es_auto","28016",feb 2013,13905.29,14309.99,28215.28,49.28,50.72
"es_auto","28016",mar 2013,6937.98,15319.97,22257.95,31.17,68.83
"es_auto","28016",abr 2013,8486.48,32256.09,40742.57,20.83,79.17
"es_auto","28017",nov 2012,10605.65,23039.82,33645.47,31.52,68.48
"es_auto","28017",dic 2012,12291.19,25268.31,37559.5,32.72,67.28
"es_auto","28017",ene 2013,12665.14,22763.98,35429.12,35.75,64.25
"es_auto","28017",feb 2013,7377.37,20832,28209.37,26.15,73.85
"es_auto","28017",mar 2013,15598.48,30451.7,46050.18,33.87,66.13
"es_auto","28017",abr 2013,11584.5,34540.88,46125.38,25.12,74.88
"es_auto","28018",nov 2012,1412.53,19030.3,20442.83,6.91,93.09
"es_auto","28018",dic 2012,1489.97,12460.58,13950.55,10.68,89.32
"es_auto","28018",ene 2013,2137.42,15131.25,17268.67,12.38,87.62
"es_auto","28018",feb 2013,2196.15,11066.65,13262.8,16.56,83.44
"es_auto","28018",mar 2013,2604.55,18056.16,20660.71,12.61,87.39
"es_auto","28018",abr 2013,1444.31,19621.82,21066.13,6.86,93.14
"es_auto","28019",nov 2012,12152.06,14587.13,26739.19,45.45,54.55
"es_auto","28019",dic 2012,8504.6,19007.05,27511.65,30.91,69.09
"es_auto","28019",ene 2013,8952.73,13272.51,22225.24,40.28,59.72
"es_auto","28019",feb 2013,6970.02,16566.55,23536.57,29.61,70.39
"es_auto","28019",mar 2013,13274.44,13828.25,27102.69,48.98,51.02
"es_auto","28019",abr 2013,11771.8,17068.41,28840.21,40.82,59.18
"es_auto","28020",nov 2012,5230.68,26421.67,31652.35,16.53,83.47
"es_auto","28020",dic 2012,8662.1,21643.86,30305.96,28.58,71.42
"es_auto","28020",ene 2013,8701.79,32220.38,40922.17,21.26,78.74
"es_auto","28020",feb 2013,8920.62,25675.78,34596.4,25.78,74.22
"es_auto","28020",mar 2013,13671.44,21478.19,35149.63,38.89,61.11
"es_auto","28020",abr 2013,16305.34,27665.3,43970.64,37.08,62.92
"es_auto","28021",nov 2012,7624.63,15544.98,23169.61,32.91,67.09
"es_auto","28021",dic 2012,7828.68,12954.96,20783.64,37.67,62.33
"es_auto","28021",ene 2013,10154.98,9445.43,19600.41,51.81,48.19
"es_auto","28021",feb 2013,7270.97,6270.19,13541.16,53.7,46.3
"es_auto","28021",mar 2013,9664.6,10013.21,19677.81,49.11,50.89
"es_auto","28021",abr 2013,10087.72,13266.63,23354.35,43.19,56.81
"es_auto","28022",nov 2012,16028.87,21739.96,37768.83,42.44,57.56
"es_auto","28022",dic 2012,14948.57,20813.9,35762.47,41.8,58.2
"es_auto","28022",ene 2013,13117.63,16203.16,29320.79,44.74,55.26
"es_auto","28022",feb 2013,9522.74,18443.93,27966.67,34.05,65.95
"es_auto","28022",mar 2013,15146.58,15781.8,30928.38,48.97,51.03
"es_auto","28022",abr 2013,15392.67,24111.64,39504.31,38.96,61.04
"es_auto","28023",nov 2012,1982.09,11700.06,13682.15,14.49,85.51
"es_auto","28023",dic 2012,5291.68,12307.86,17599.54,30.07,69.93
"es_auto","28023",ene 2013,6783.82,14523.06,21306.88,31.84,68.16
"es_auto","28023",feb 2013,5180.13,16354.99,21535.12,24.05,75.95
"es_auto","28023",mar 2013,4136.16,10647.79,14783.95,27.98,72.02
"es_auto","28023",abr 2013,6781.66,18172.5,24954.16,27.18,72.82
"es_auto","28024",nov 2012,11926.83,14260.3,26187.13,45.54,54.46
"es_auto","28024",dic 2012,6242.05,10338.18,16580.23,37.65,62.35
"es_auto","28024",ene 2013,6537.7,15784.26,22321.96,29.29,70.71
"es_auto","28024",feb 2013,7213.33,7313.69,14527.02,49.65,50.35
"es_auto","28024",mar 2013,10657.33,11793.78,22451.11,47.47,52.53
"es_auto","28024",abr 2013,7520.95,21479.12,29000.07,25.93,74.07
"es_auto","28025",nov 2012,5861.77,11403.43,17265.2,33.95,66.05
"es_auto","28025",dic 2012,5844.73,12919.71,18764.44,31.15,68.85
"es_auto","28025",ene 2013,6408.67,11881.41,18290.08,35.04,64.96
"es_auto","28025",feb 2013,5980.45,13478.75,19459.2,30.73,69.27
"es_auto","28025",mar 2013,6338.62,16347.18,22685.8,27.94,72.06
"es_auto","28025",abr 2013,5722.36,20462.24,26184.6,21.85,78.15
"es_auto","28026",nov 2012,7460.75,12419.39,19880.14,37.53,62.47
"es_auto","28026",dic 2012,8192.56,10523.7,18716.26,43.77,56.23
"es_auto","28026",ene 2013,9399.83,9336.04,18735.87,50.17,49.83
"es_auto","28026",feb 2013,6982.75,12183.38,19166.13,36.43,63.57
"es_auto","28026",mar 2013,7380.23,9736.93,17117.16,43.12,56.88
"es_auto","28026",abr 2013,6520.03,18337.23,24857.26,26.23,73.77
"es_auto","28027",nov 2012,11269.69,33342.43,44612.12,25.26,74.74
"es_auto","28027",dic 2012,15578.19,36452.77,52030.96,29.94,70.06
"es_auto","28027",ene 2013,11569.35,49671.87,61241.22,18.89,81.11
"es_auto","28027",feb 2013,13422.09,28575.64,41997.73,31.96,68.04
"es_auto","28027",mar 2013,13517.92,30702.24,44220.16,30.57,69.43
"es_auto","28027",abr 2013,17237.61,39292.39,56530,30.49,69.51
"es_auto","28028",nov 2012,10236.24,32800.08,43036.32,23.79,76.21
"es_auto","28028",dic 2012,16343.74,14924.04,31267.78,52.27,47.73
"es_auto","28028",ene 2013,14891.3,30871.41,45762.71,32.54,67.46
"es_auto","28028",feb 2013,18046.66,26064.2,44110.86,40.91,59.09
"es_auto","28028",mar 2013,14285.21,24600.22,38885.43,36.74,63.26
"es_auto","28028",abr 2013,11248.34,36026.39,47274.73,23.79,76.21
"es_auto","28029",nov 2012,16594.15,33760.59,50354.74,32.95,67.05
"es_auto","28029",dic 2012,21036.43,22991.38,44027.81,47.78,52.22
"es_auto","28029",ene 2013,11087.25,28161.42,39248.67,28.25,71.75
"es_auto","28029",feb 2013,19584.04,29601.26,49185.3,39.82,60.18
"es_auto","28029",mar 2013,16031.16,33205.39,49236.55,32.56,67.44
"es_auto","28029",abr 2013,15713.65,43653.32,59366.97,26.47,73.53
"es_auto","28030",nov 2012,14558.85,35508.32,50067.17,29.08,70.92
"es_auto","28030",dic 2012,13699.94,36877.86,50577.8,27.09,72.91
"es_auto","28030",ene 2013,13137.42,35951.03,49088.45,26.76,73.24
"es_auto","28030",feb 2013,10824.31,41383.14,52207.45,20.73,79.27
"es_auto","28030",mar 2013,13371.66,39542.94,52914.6,25.27,74.73
"es_auto","28030",abr 2013,20227.1,36426.26,56653.36,35.7,64.3
"es_auto","28031",nov 2012,17420.2,14652.87,32073.07,54.31,45.69
"es_auto","28031",dic 2012,11487.53,12149.99,23637.52,48.6,51.4
"es_auto","28031",ene 2013,9643.31,12425.18,22068.49,43.7,56.3
"es_auto","28031",feb 2013,15072.43,10561.65,25634.08,58.8,41.2
"es_auto","28031",mar 2013,12457.07,11683.5,24140.57,51.6,48.4
"es_auto","28031",abr 2013,9217.09,12598.94,21816.03,42.25,57.75
"es_auto","28032",nov 2012,4940.3,24717.58,29657.88,16.66,83.34
"es_auto","28032",dic 2012,4988.98,22430.64,27419.62,18.19,81.81
"es_auto","28032",ene 2013,4538.23,26993.79,31532.02,14.39,85.61
"es_auto","28032",feb 2013,3331.66,33549.02,36880.68,9.03,90.97
"es_auto","28032",mar 2013,6212.87,28857.56,35070.43,17.72,82.28
"es_auto","28032",abr 2013,5301.75,31735.7,37037.45,14.31,85.69
"es_auto","28033",nov 2012,9344.35,53494.82,62839.17,14.87,85.13
"es_auto","28033",dic 2012,7850.13,33860.6,41710.73,18.82,81.18
"es_auto","28033",ene 2013,12859.14,45459.01,58318.15,22.05,77.95
"es_auto","28033",feb 2013,9418.99,47679.32,57098.31,16.5,83.5
"es_auto","28033",mar 2013,9980.16,54031.53,64011.69,15.59,84.41
"es_auto","28033",abr 2013,10957.16,56524.18,67481.34,16.24,83.76
"es_auto","28034",nov 2012,24558.57,33587.82,58146.39,42.24,57.76
"es_auto","28034",dic 2012,15783.71,32919.65,48703.36,32.41,67.59
"es_auto","28034",ene 2013,19627.38,31815.09,51442.47,38.15,61.85
"es_auto","28034",feb 2013,20668.63,34884.76,55553.39,37.2,62.8
"es_auto","28034",mar 2013,29488.95,38959.22,68448.17,43.08,56.92
"es_auto","28034",abr 2013,28898.86,44029.42,72928.28,39.63,60.37
"es_auto","28035",nov 2012,7408.57,61656.69,69065.26,10.73,89.27
"es_auto","28035",dic 2012,6437.57,48548.66,54986.23,11.71,88.29
"es_auto","28035",ene 2013,10796.93,51661.42,62458.35,17.29,82.71
"es_auto","28035",feb 2013,12330.43,55362.29,67692.72,18.22,81.78
"es_auto","28035",mar 2013,8954,53639.38,62593.38,14.31,85.69
"es_auto","28035",abr 2013,14857.93,72876.35,87734.28,16.94,83.06
"es_auto","28036",nov 2012,3876.48,16883.8,20760.28,18.67,81.33
"es_auto","28036",dic 2012,4877.67,25423.87,30301.54,16.1,83.9
"es_auto","28036",ene 2013,5313.05,19360.95,24674,21.53,78.47
"es_auto","28036",feb 2013,1403.72,26056.6,27460.32,5.11,94.89
"es_auto","28036",mar 2013,5798.46,37007.52,42805.98,13.55,86.45
"es_auto","28036",abr 2013,6014.42,36448.03,42462.45,14.16,85.84
"es_auto","28037",nov 2012,4561.47,14995.42,19556.89,23.32,76.68
"es_auto","28037",dic 2012,4420.17,6929.71,11349.88,38.94,61.06
"es_auto","28037",ene 2013,3652.91,8132.39,11785.3,31,69
"es_auto","28037",feb 2013,2723.19,8723.83,11447.02,23.79,76.21
"es_auto","28037",mar 2013,2721.27,6630.17,9351.44,29.1,70.9
"es_auto","28037",abr 2013,3304.86,15097.82,18402.68,17.96,82.04
"es_auto","28038",nov 2012,4146.74,13577.69,17724.43,23.4,76.6
"es_auto","28038",dic 2012,3230.42,9984.46,13214.88,24.45,75.55
"es_auto","28038",ene 2013,2025.94,14501.71,16527.65,12.26,87.74
"es_auto","28038",feb 2013,1883.07,10514.05,12397.12,15.19,84.81
"es_auto","28038",mar 2013,2611.72,12023.73,14635.45,17.85,82.15
"es_auto","28038",abr 2013,2600.12,17411.85,20011.97,12.99,87.01
"es_auto","28039",nov 2012,11914.2,29093.68,41007.88,29.05,70.95
"es_auto","28039",dic 2012,12891.39,23201.27,36092.66,35.72,64.28
"es_auto","28039",ene 2013,9591.21,26562.39,36153.6,26.53,73.47
"es_auto","28039",feb 2013,10676.22,19748.01,30424.23,35.09,64.91
"es_auto","28039",mar 2013,11675.89,15374.97,27050.86,43.16,56.84
"es_auto","28039",abr 2013,14686.12,24409.22,39095.34,37.56,62.44
"es_auto","28040",nov 2012,2398.1,6262.37,8660.47,27.69,72.31
"es_auto","28040",dic 2012,394.91,4848.91,5243.82,7.53,92.47
"es_auto","28040",ene 2013,4213.62,4387.55,8601.17,48.99,51.01
"es_auto","28040",feb 2013,1390.54,4378.14,5768.68,24.1,75.9
"es_auto","28040",mar 2013,0,2937.04,2937.04,0,100
"es_auto","28040",abr 2013,1166.32,2676.33,3842.65,30.35,69.65
"es_auto","28041",nov 2012,7153.49,16892.75,24046.24,29.75,70.25
"es_auto","28041",dic 2012,5841.99,18064.86,23906.85,24.44,75.56
"es_auto","28041",ene 2013,6564.08,21526.2,28090.28,23.37,76.63
"es_auto","28041",feb 2013,9410.2,16659.7,26069.9,36.1,63.9
"es_auto","28041",mar 2013,10897.85,22263.31,33161.16,32.86,67.14
"es_auto","28041",abr 2013,10565.24,29433.24,39998.48,26.41,73.59
"es_auto","28042",nov 2012,5575.8,22073.38,27649.18,20.17,79.83
"es_auto","28042",dic 2012,5183.14,19728.05,24911.19,20.81,79.19
"es_auto","28042",ene 2013,7371.73,23137.8,30509.53,24.16,75.84
"es_auto","28042",feb 2013,8761.43,21099.46,29860.89,29.34,70.66
"es_auto","28042",mar 2013,8047.29,18473.35,26520.64,30.34,69.66
"es_auto","28042",abr 2013,13829.27,31832.62,45661.89,30.29,69.71
"es_auto","28043",nov 2012,11750.83,60672.35,72423.18,16.23,83.77
"es_auto","28043",dic 2012,7616.1,61094.41,68710.51,11.08,88.92
"es_auto","28043",ene 2013,11022.71,48087.05,59109.76,18.65,81.35
"es_auto","28043",feb 2013,14543.79,51900.66,66444.45,21.89,78.11
"es_auto","28043",mar 2013,14532.45,51015.04,65547.49,22.17,77.83
"es_auto","28043",abr 2013,15556.43,53067.97,68624.4,22.67,77.33
"es_auto","28044",nov 2012,8108.62,11189.56,19298.18,42.02,57.98
"es_auto","28044",dic 2012,10548.68,7286.65,17835.33,59.14,40.86
"es_auto","28044",ene 2013,10565.3,10198.09,20763.39,50.88,49.12
"es_auto","28044",feb 2013,12797.25,12255.35,25052.6,51.08,48.92
"es_auto","28044",mar 2013,13378.43,11562.93,24941.36,53.64,46.36
"es_auto","28044",abr 2013,9443.18,10749.27,20192.45,46.77,53.23
"es_auto","28045",nov 2012,10256.75,25337.68,35594.43,28.82,71.18
"es_auto","28045",dic 2012,12005.54,31470.16,43475.7,27.61,72.39
"es_auto","28045",ene 2013,7696.03,34185.26,41881.29,18.38,81.62
"es_auto","28045",feb 2013,13018.28,36250.71,49268.99,26.42,73.58
"es_auto","28045",mar 2013,9310.24,30785.07,40095.31,23.22,76.78
"es_auto","28045",abr 2013,15148.57,40506.21,55654.78,27.22,72.78
"es_auto","28046",nov 2012,1346.1,9759.03,11105.13,12.12,87.88
"es_auto","28046",dic 2012,0,2719.89,2719.89,0,100
"es_auto","28046",ene 2013,0,6335.39,6335.39,0,100
"es_auto","28046",feb 2013,0,6154.96,6154.96,0,100
"es_auto","28046",mar 2013,1893.78,5288.94,7182.72,26.37,73.63
"es_auto","28046",abr 2013,3412.79,7800.96,11213.75,30.43,69.57
"es_auto","28047",nov 2012,7475.24,28524.11,35999.35,20.76,79.24
"es_auto","28047",dic 2012,3556.66,20258.82,23815.48,14.93,85.07
"es_auto","28047",ene 2013,5881.14,22572.19,28453.33,20.67,79.33
"es_auto","28047",feb 2013,4843.97,20822.22,25666.19,18.87,81.13
"es_auto","28047",mar 2013,6964.31,18810.7,25775.01,27.02,72.98
"es_auto","28047",abr 2013,9023.7,21839.4,30863.1,29.24,70.76
"es_auto","28048",nov 2012,0,743.31,743.31,0,100
"es_auto","28048",mar 2013,0,1676.05,1676.05,0,100
"es_auto","28049",nov 2012,0,7332.96,7332.96,0,100
"es_auto","28049",dic 2012,0,3164.62,3164.62,0,100
"es_auto","28049",ene 2013,0,5146.22,5146.22,0,100
"es_auto","28049",feb 2013,0,8807.13,8807.13,0,100
"es_auto","28049",mar 2013,0,3070.04,3070.04,0,100
"es_auto","28049",abr 2013,0,5245.97,5245.97,0,100
"es_auto","28050",nov 2012,4029.62,37724.26,41753.88,9.65,90.35
"es_auto","28050",dic 2012,6760.5,27138.74,33899.24,19.94,80.06
"es_auto","28050",ene 2013,8535.89,33363.66,41899.55,20.37,79.63
"es_auto","28050",feb 2013,13431.91,29365.51,42797.42,31.38,68.62
"es_auto","28050",mar 2013,8848.81,26387.88,35236.69,25.11,74.89
"es_auto","28050",abr 2013,10768.02,24876.54,35644.56,30.21,69.79
"es_auto","28051",nov 2012,0,8361.73,8361.73,0,100
"es_auto","28051",dic 2012,0,5152.86,5152.86,0,100
"es_auto","28051",ene 2013,0,7019.36,7019.36,0,100
"es_auto","28051",feb 2013,0,3119.98,3119.98,0,100
"es_auto","28051",mar 2013,0,4274.98,4274.98,0,100
"es_auto","28051",abr 2013,0,6369.93,6369.93,0,100
"es_auto","28053",nov 2012,2363.06,8697.82,11060.88,21.36,78.64
"es_auto","28053",dic 2012,701.42,8123.87,8825.29,7.95,92.05
"es_auto","28053",ene 2013,2623.56,7070.55,9694.11,27.06,72.94
"es_auto","28053",feb 2013,3033.35,5310.08,8343.43,36.36,63.64
"es_auto","28053",mar 2013,815.63,7197.07,8012.7,10.18,89.82
"es_auto","28053",abr 2013,4514.38,7478.75,11993.13,37.64,62.36
"es_auto","28054",nov 2012,2559.04,5361.62,7920.66,32.31,67.69
"es_auto","28054",dic 2012,4866.46,6245.38,11111.84,43.8,56.2
"es_auto","28054",ene 2013,5633.38,5926.54,11559.92,48.73,51.27
"es_auto","28054",feb 2013,4318.14,6016.45,10334.59,41.78,58.22
"es_auto","28054",mar 2013,2331.02,10972.73,13303.75,17.52,82.48
"es_auto","28054",abr 2013,5295.7,9137.57,14433.27,36.69,63.31
"es_auto","28055",abr 2013,0,1492.94,1492.94,0,100
"es_barsandrestaurants","28001",nov 2012,36512.47,102574.34,139086.81,26.25,73.75
"es_barsandrestaurants","28001",dic 2012,38775.78,104461.53,143237.31,27.07,72.93
"es_barsandrestaurants","28001",ene 2013,29552.59,87523.21,117075.8,25.24,74.76
"es_barsandrestaurants","28001",feb 2013,36109.18,98508.71,134617.89,26.82,73.18
"es_barsandrestaurants","28001",mar 2013,36962.25,95242.28,132204.53,27.96,72.04
"es_barsandrestaurants","28001",abr 2013,40254.28,97584.92,137839.2,29.2,70.8
"es_barsandrestaurants","28002",nov 2012,50869.81,315518.26,366388.07,13.88,86.12
"es_barsandrestaurants","28002",dic 2012,57959.46,296511.12,354470.58,16.35,83.65
"es_barsandrestaurants","28002",ene 2013,38973.09,255767.62,294740.71,13.22,86.78
"es_barsandrestaurants","28002",feb 2013,40995.98,293094.31,334090.29,12.27,87.73
"es_barsandrestaurants","28002",mar 2013,52610.34,295969.61,348579.95,15.09,84.91
"es_barsandrestaurants","28002",abr 2013,48890.88,311058.9,359949.78,13.58,86.42
"es_barsandrestaurants","28003",nov 2012,37139.87,140465.98,177605.85,20.91,79.09
"es_barsandrestaurants","28003",dic 2012,37426.92,142310.31,179737.23,20.82,79.18
"es_barsandrestaurants","28003",ene 2013,27274.96,116060.62,143335.58,19.03,80.97
"es_barsandrestaurants","28003",feb 2013,30874.82,122999.99,153874.81,20.06,79.94
"es_barsandrestaurants","28003",mar 2013,40027.56,138626,178653.56,22.41,77.59
"es_barsandrestaurants","28003",abr 2013,36568.52,134722.77,171291.29,21.35,78.65
"es_barsandrestaurants","28004",nov 2012,47562.24,76551.47,124113.71,38.32,61.68
"es_barsandrestaurants","28004",dic 2012,44135.23,73177.02,117312.25,37.62,62.38
"es_barsandrestaurants","28004",ene 2013,36503.26,64074.45,100577.71,36.29,63.71
"es_barsandrestaurants","28004",feb 2013,37521.32,70474.74,107996.06,34.74,65.26
"es_barsandrestaurants","28004",mar 2013,42727.8,75925.02,118652.82,36.01,63.99
"es_barsandrestaurants","28004",abr 2013,41781.14,65576.41,107357.55,38.92,61.08
"es_barsandrestaurants","28005",nov 2012,47916.33,122635.17,170551.5,28.09,71.91
"es_barsandrestaurants","28005",dic 2012,50228.87,132568.23,182797.1,27.48,72.52
"es_barsandrestaurants","28005",ene 2013,36495.9,95644.05,132139.95,27.62,72.38
"es_barsandrestaurants","28005",feb 2013,42410.54,115333.48,157744.02,26.89,73.11
"es_barsandrestaurants","28005",mar 2013,53522.29,121228.21,174750.5,30.63,69.37
"es_barsandrestaurants","28005",abr 2013,46253.74,112957.99,159211.73,29.05,70.95
"es_barsandrestaurants","28006",nov 2012,56907.86,131599.25,188507.11,30.19,69.81
"es_barsandrestaurants","28006",dic 2012,60602.66,124394.23,184996.89,32.76,67.24
"es_barsandrestaurants","28006",ene 2013,51465.18,118485.08,169950.26,30.28,69.72
"es_barsandrestaurants","28006",feb 2013,52373.18,127377.81,179750.99,29.14,70.86
"es_barsandrestaurants","28006",mar 2013,55683.49,125699.17,181382.66,30.7,69.3
"es_barsandrestaurants","28006",abr 2013,54448.77,120621.11,175069.88,31.1,68.9
"es_barsandrestaurants","28007",nov 2012,38603.72,157400.05,196003.77,19.7,80.3
"es_barsandrestaurants","28007",dic 2012,43869.17,168543.48,212412.65,20.65,79.35
"es_barsandrestaurants","28007",ene 2013,31189.56,129414.71,160604.27,19.42,80.58
"es_barsandrestaurants","28007",feb 2013,35317.41,149450.82,184768.23,19.11,80.89
"es_barsandrestaurants","28007",mar 2013,42360.34,158397.2,200757.54,21.1,78.9
"es_barsandrestaurants","28007",abr 2013,39259.41,149987.02,189246.43,20.75,79.25
"es_barsandrestaurants","28008",nov 2012,36109.32,80004.25,116113.57,31.1,68.9
"es_barsandrestaurants","28008",dic 2012,32644.76,83629.37,116274.13,28.08,71.92
"es_barsandrestaurants","28008",ene 2013,23037.75,68889.83,91927.58,25.06,74.94
"es_barsandrestaurants","28008",feb 2013,27016.53,78011.25,105027.78,25.72,74.28
"es_barsandrestaurants","28008",mar 2013,30538.84,76283.43,106822.27,28.59,71.41
"es_barsandrestaurants","28008",abr 2013,32827.89,80679.02,113506.91,28.92,71.08
